1.50354996e-01 -3.88103992e-01 -4.71147001e-01 -1.28149903e+00 1.65299997e-01 -2.71340013e-01 2.34964997e-01 -1.44607496e+00 -3.97525012e-01 4.67994988e-01 2.10010000e-02 -1.39962101e+00 -1.31112897e+00 1.26620495e+00 -4.96558994e-01 -1.83318305e+00 -3.21103990e-01 -1.06953204e+00 -1.79957294e+00 8.80279988e-02 7.41429985e-01 5.28397977e-01 3.43189985e-02 1.38768399e+00 1.08296800e+00 1.89694002e-01 6.35131001e-01
-6.88100010e-02 -5.62597990e-01 2.82732010e-01 -1.20000005e+00 5.22157013e-01 3.38725001e-01 3.92655998e-01 -8.06747019e-01 1.26607704e+00 -4.22383994e-01 -1.40519702e+00 -2.08334997e-01 -2.10603905e+00 1.87528998e-01 7.31956005e-01 -8.48151028e-01 1.25634897e+00 9.52530026e-01 -1.29549003e+00 1.03055704e+00 -6.05989993e-01 1.35742795e+00 9.16562974e-01 -3.21294993e-01 1.13651001e+00 -4.40150015e-02 -5.80865026e-01
-4.09027010e-01 1.41782001e-01 4.19414014e-01 1.09879002e-01 1.02166200e+00 -6.33262992e-01 -2.71052986e-01 3.87230992e-01 1.57459295e+00 -1.52231503e+00 -2.66479999e-02 2.18002006e-01 1.14889896e+00 1.14763403e+00 -3.68591011e-01 1.07648998e-01 4.80589986e-01 -1.58149600e+00 -2.78955996e-01 2.03767896e+00 -7.62528002e-01 1.16388001e-01 -1.27434099e+00 -6.49092019e-01 2.68568009e-01 -1.04686999e+00 2.59388000e-01
2.07311004e-01 4.15601999e-01 3.64225000e-01 -4.18743998e-01 7.35579014e-01 -1.00982797e+00 1.24509597e+00 7.67058015e-01 5.58571994e-01 -3.26245993e-01 9.59563017e-01 1.10672200e+00 -9.23106015e-01 1.74356496e+00 -1.20063806e+00 3.76405001e-01 6.21603012e-01 -1.82564795e+00 -1.25305498e+00 9.46429968e-02 -1.19337201e+00 9.03245986e-01 -1.45663798e+00 2.17438996e-01 1.57251999e-01 -1.03625596e+00 6.31874979e-01
-2.91653007e-01 3.57883990e-01 3.66872996e-01 4.15401012e-01 8.23772013e-01 -9.45253015e-01 -2.20389999e-02 8.59570980e-01 1.24163699e+00 -1.36137903e+00 5.20606995e-01 1.29420996e-01 -1.93636000e-01 1.59608102e+00 -1.50922596e+00 1.48387897e+00 1.32732701e+00 -7.97797978e-01 5.98477006e-01 -1.62000004e-02 -1.60907996e+00 -2.63590991e-01 -1.22276402e+00 1.43201697e+00 -1.08186997e-01 -1.08022702e+00 5.04306972e-01
8.87169987e-02 -5.80201030e-01 -1.13724999e-01 -1.10835004e+00 9.11609977e-02 -6.82730973e-01 -4.55615014e-01 -1.25152397e+00 7.72172987e-01 6.02029026e-01 -1.22513497e+00 -8.16586971e-01 -8.28263998e-01 8.83378029e-01 -1.32119501e+00 -1.82982898e+00 -7.09757984e-01 -1.05956197e+00 -1.66016304e+00 5.57506979e-01 1.25540003e-01 1.76081002e+00 -6.68570027e-02 1.03381598e+00 9.17264998e-01 4.81204003e-01 6.77641988e-01
2.26548001e-01 3.72148007e-01 1.97182998e-01 -1.02575099e+00 -9.06499997e-02 8.33929002e-01 -5.16289994e-02 1.33394396e+00 -7.76859969e-02 9.46078002e-01 4.43560004e-01 1.01756501e+00 -1.27596700e+00 4.33807999e-01 1.80966997e+00 -1.78671098e+00 1.54641002e-01 7.25729987e-02 -1.13618195e+00 -1.12805104e+00 9.59639013e-01 9.76791024e-01 3.82257015e-01 -1.54565096e+00 7.46532977e-01 -3.13481987e-01 -9.14924026e-01
-4.41294014e-01 -2.47869994e-02 3.32643002e-01 -3.01955014e-01 9.90715981e-01 -8.95453990e-01 -5.67767024e-01 6.38628006e-01 1.19876003e+00 -1.40530097e+00 -5.52730024e-01 3.85780007e-01 -8.12307000e-01 1.94751704e+00 -6.07900977e-01 7.61741996e-01 1.12695396e+00 -1.19174302e+00 -6.64411008e-01 6.33997977e-01 -1.90300000e+00 7.59711981e-01 -1.50710905e+00 -2.67434001e-01 6.79374993e-01 -8.69307995e-01 5.72785974e-01
-4.47829999e-02 -4.56615001e-01 2.74161011e-01 -1.17168796e+00 5.26691973e-01 2.04817995e-01 3.52515996e-01 -6.30378008e-01 1.29517996e+00 -3.15658003e-01 -1.51135600e+00 -2.12175995e-01 -1.85523200e+00 -6.80000012e-05 9.80799973e-01 -8.57931972e-01 1.53814900e+00 5.77753007e-01 -1.82697201e+00 6.93827987e-01 -6.98054016e-01 1.07863903e+00 -6.32190034e-02 -1.33897495e+00 1.12888598e+00 -5.43989986e-02 -3.97653013e-01
2.81426996e-01 -3.35469991e-01 1.95492998e-01 -1.24444306e+00 -5.45885026e-01 1.73960999e-01 4.96600002e-01 -5.63226998e-01 1.26322997e+00 5.23977995e-01 -1.33374906e+00 -3.75149012e-01 -1.60892999e+00 -7.07427025e-01 1.18339896e+00 -1.84742606e+00 4.25639004e-01 -4.13089991e-02 -1.50248599e+00 -1.44408703e+00 -4.51759011e-01 1.73186195e+00 6.62564993e-01 -6.12845004e-01 8.61871004e-01 8.48029971e-01 -3.38176996e-01
