-1.41407979e+00 -6.27842903e-01 -3.06957185e-01 1.57864022e+00 6.49551749e-01 -1.89214408e+00 -4.42601115e-01 -1.06719279e+00 -1.25864196e+00 -4.35268492e-01 2.16641381e-01 9.43716049e-01 6.91419840e-02 -3.27432573e-01 3.13454598e-01 -7.51231462e-02 -2.27296069e-01 5.44540465e-01 1.58946112e-01 -4.41659778e-01 -6.14206672e-01 6.51426241e-02 1.68587387e+00 2.22741437e+00 4.95201617e-01 1.39357045e-01 4.28245217e-02
1.13836229e+00 -2.02466249e+00 9.56734776e-01 1.08477902e+00 2.63638234e+00 -2.19931579e+00 2.79906988e+00 -8.88083935e-01 -2.11301476e-01 -5.70001900e-01 4.98355180e-01 -2.06611037e-01 -1.37055361e+00 -1.65102288e-01 -4.81627323e-02 -6.72692835e-01 -2.08908463e+00 1.31287658e+00 -1.37492800e+00 5.45731001e-02 7.39617884e-01 -9.65509713e-01 2.13352919e-01 -4.47624087e-01 -6.85251430e-02 1.76426971e+00 1.03785872e-01
-8.27553391e-01 -7.45228410e-01 1.62962627e+00 1.15669227e+00 1.04804564e+00 1.14407384e+00 4.35564369e-01 3.06763828e-01 -1.21827793e+00 6.78107262e-01 -1.17107153e+00 1.66516796e-01 -8.10967922e-01 -1.66436696e+00 2.54757017e-01 -1.16981313e-01 2.90815774e-02 9.21461806e-02 1.89881131e-01 6.51199877e-01 3.76326799e-01 -9.70660508e-01 -3.40559006e-01 -5.77439368e-01 2.65918016e-01 1.88613498e+00 -1.86772966e+00
4.66313362e+00 -2.18299651e+00 -1.64602864e+00 -1.31646895e+00 2.20317841e+00 -1.18917286e+00 7.94164002e-01 -1.02632356e+00 3.77956256e-02 -1.23113289e-01 1.97146580e-01 9.58694875e-01 3.62938464e-01 -1.01136577e+00 1.03566676e-01 4.21272904e-01 -3.78638744e-01 5.18108308e-01 -1.28372884e+00 -1.69107109e-01 8.37329868e-03 5.19176126e-02 4.91668314e-01 1.31175026e-01 -3.57011533e+00 1.87643826e+00 1.07748771e+00
1.92375100e+00 1.97945392e+00 -3.20654035e+00 -4.14710134e-01 -2.03650403e+00 2.29272223e+00 -1.16502249e+00 1.21457696e+00 1.79575896e+00 -2.46008843e-01 -2.71128178e-01 1.17924094e+00 -5.27797639e-01 1.27368522e+00 -6.76483035e-01 9.16530013e-01 1.19354510e+00 -2.06821471e-01 -1.91682532e-01 -6.45953238e-01 -5.15845954e-01 1.58979464e+00 -6.35148287e-01 -1.84538984e+00 -1.88485396e+00 -2.07252741e+00 1.18335843e+00
-5.26925850e+00 -8.64341617e-01 -2.33917332e+00 -6.36016011e-01 2.53335565e-01 2.20600510e+00 1.46795440e+00 1.23555648e+00 -1.67978859e+00 5.12496829e-01 -6.64175034e-01 -1.91150293e-01 4.49934721e-01 5.42561948e-01 -3.19190443e-01 3.09067070e-01 -2.67932981e-01 1.05269767e-01 8.49802494e-02 -1.02006845e-01 9.28655505e-01 -1.49731612e+00 -1.47549057e+00 -6.31003201e-01 4.57815742e+00 1.34249318e+00 1.92037547e+00
1.47293985e+00 2.69080305e+00 3.06635439e-01 -2.53725076e+00 -4.67417717e-01 6.97404891e-03 1.39355445e+00 8.93833995e-01 -8.22115242e-01 6.54400051e-01 1.21960342e-01 1.60425258e+00 -9.72875655e-02 1.98299229e-01 -2.87588239e-02 1.61779821e+00 -8.96310747e-01 -9.94266421e-02 -1.07692790e+00 7.97558069e-01 3.31501476e-02 2.70537883e-01 -1.53320909e+00 1.68563366e+00 -1.69776392e+00 -1.80551720e+00 -2.68634510e+00
2.17477769e-01 1.18357432e+00 -7.08301425e-01 -1.58072937e+00 -1.34373116e+00 5.46046615e-01 1.04797053e+00 -5.69423556e-01 1.68276057e-01 -8.52748230e-02 -5.11439562e-01 -8.83502185e-01 -3.93055797e-01 -8.98710787e-02 1.85954750e-01 8.64362597e-01 5.91312170e-01 -4.20585960e-01 6.06619716e-01 2.39778742e-01 1.32914042e+00 -2.74151266e-01 1.00179993e-01 -4.48599577e-01 -4.03219342e-01 3.99620086e-01 2.31571347e-01
-9.55170929e-01 -1.51085898e-01 -4.41481590e-01 -5.80808759e-01 -1.17777324e+00 -1.62511420e+00 2.67517954e-01 5.79048574e-01 1.96693897e+00 5.84327020e-02 7.30010152e-01 4.83529061e-01 1.18043625e+00 -3.47572267e-01 1.75671294e-01 3.17314595e-01 2.74290621e-01 -7.85518587e-01 3.28790098e-01 -5.95927715e-01 -1.37411535e+00 -8.92245591e-01 1.18140548e-01 3.47743809e-01 2.75733680e-01 5.70869207e-01 1.25234652e+00
2.57762742e+00 -1.67385864e+00 -1.30776238e+00 9.89390165e-02 8.02577019e-01 -1.78747416e+00 -1.26693857e+00 3.40966654e+00 4.22190905e+00 -1.12350047e+00 6.83073223e-01 8.20882797e-01 -1.06063664e-01 -6.43694043e-01 -3.60275298e-01 -1.51303029e+00 -3.74523491e-01 1.09848902e-01 7.86020279e-01 3.68301831e-02 -8.68350625e-01 9.00462568e-01 -2.05579638e+00 -3.38874054e+00 -3.53516310e-01 -1.84274465e-01 2.55996251e+00
