Id,Predicted
1,	7.142251760050022380e-02
2,	2.337844612608512840e-01
3,	2.784934295100782720e-01
4,	-6.636810846415486242e-02
5,	2.907616471269329206e-01
6,	-2.115558561924862357e-01
7,	-3.152716889419063806e-01
8,	-3.724305601657929010e-03
9,	-2.556932771701832530e-01
10,	2.379130539581456594e-01
11,	4.238857511306974857e-01
12,	1.823546416656711133e-01
13,	-2.753903542254129144e-01
14,	9.628331723719829593e-02
15,	-2.332568966718175374e-01
16,	1.627121879400247328e-01
17,	4.757435294713912022e-01
18,	6.785557407935924878e-01
19,	-1.228182471098415718e-02
20,	-8.998937862146783040e-02
21,	3.080646669273870986e-01
22,	-1.404860786766580771e-01
23,	5.342671767196816024e-02
24,	1.703923992685463240e-01
25,	-9.317479973567388551e-02
26,	-9.555047912858120884e-02
27,	-2.144397879733369594e-01
28,	-3.495791499222809517e-01
29,	-5.243328626268750625e-03
30,	-6.087362348919844734e-02
31,	5.163735437471432821e-01
32,	1.716856012319822877e-02
33,	2.049496412611031548e-01
34,	-8.378456827380253991e-03
35,	-4.694545775193834092e-01
36,	-1.348183173266392365e-01
37,	-2.140373764778208954e-01
38,	5.545658708909947388e-01
39,	1.148028776992167099e-01
40,	6.113631054195428627e-02
41,	-7.308892623507207142e-02
42,	-2.695390943802078998e-01
43,	3.775998824833517453e-01
44,	-1.053579804084561755e-01
45,	9.562129414939124494e-02
46,	-1.798301683064245649e-01
47,	-4.335339724620571045e-01
48,	3.137946603854652738e-01
49,	-6.636656233660165327e-03
50,	8.600833659679707477e-02
51,	-4.104574111865935127e-01
52,	-2.520662963250178690e-01
53,	-3.568032006224858832e-01
54,	-7.994469703178563869e-02
55,	1.285684863842623260e-01
56,	3.624644662337816459e-01
57,	-2.345026967590245759e-01
58,	-1.676928338134692220e-01
59,	3.103687750319374383e-01
60,	-4.050526445286283805e-01
61,	-1.574873566578218198e-01
62,	-1.074291131720197523e-01
63,	3.495994739959176201e-01
64,	-1.010311943910274790e-01
65,	1.262162473175239275e-02
66,	-3.388440885980287254e-01
67,	-3.016392292006905285e-01
68,	2.020225521965547388e-01
69,	-2.355329829432852851e-01
70,	2.700128740232743962e-01
71,	-4.871219753708733169e-02
72,	2.680878372965667111e-01
73,	1.378733001151816184e-02
74,	1.432090780271978725e-02
75,	8.204501344377523875e-02
76,	-4.681123006001550180e-01
77,	1.986308414211823692e-02
78,	2.739414031551373752e-01
79,	-2.024335588692176557e-01
80,	-2.121450573065161715e-01
81,	-2.333673462418358602e-01
82,	-1.197973157647108655e-01
83,	3.256861173722687686e-01
84,	1.808188796973063117e-01
85,	2.142098067174625919e-01
86,	-5.134293955169250134e-02
87,	2.918377093339208361e-02
88,	4.382303767436419861e-02
89,	-1.161670254040065853e-01
90,	-4.452549057563533474e-01
91,	-3.763855197775481942e-01
92,	-4.628425532919923091e-01
93,	-4.844691105366882855e-02
94,	3.146923042138835003e-01
95,	-3.218164561158956549e-01
96,	-2.395168934719146270e-01
97,	9.398029750581433917e-02
98,	2.720211486096238973e-01
99,	-5.315174861753889646e-01
100,	-3.067965052150856686e-01
101,	4.571457057397603219e-01
102,	-3.754373095848788644e-01
103,	2.741194522083356677e-01
104,	-6.112994616338468523e-02
105,	-3.417090919155770790e-01
106,	-3.676380875965117312e-01
107,	-1.286490411791753052e-01
108,	-1.723972664141162348e-01
109,	6.490810920701595155e-02
110,	-2.704478841579919246e-01
111,	4.990192521779213131e-02
112,	-1.179361451002464700e-01
113,	5.151006534750336430e-01
114,	4.865771252357420362e-01
115,	6.261417357228277192e-02
116,	-6.360165380985310923e-01
117,	-2.847193161978076037e-01
118,	-2.941890874414720969e-02
119,	-1.144319097317629819e-01
120,	-1.162550274128416605e-01
121,	2.216748577763345551e-01
122,	-9.551064976369172399e-02
123,	9.022296441161031799e-02
124,	3.055605197865644551e-01
125,	-1.155550799591381628e-01
126,	-1.061765917986492308e-01
127,	-1.518998095212447108e-01
128,	-3.681597322919783477e-01
129,	1.332235050570583779e-01
130,	2.331536155853491943e-01
131,	6.473534834708832841e-02
132,	-2.898595222512778680e-02
133,	-5.065929373214828058e-02
134,	-3.488501286142259294e-01
135,	3.673792140990586041e-01
136,	-4.041875100120444486e-01
137,	-1.206509188570981106e-01
138,	3.036448907609164416e-01
139,	-1.032974781909102302e-01
140,	1.569079709464100691e-01
141,	-1.785469364733888731e-01
142,	4.896254163357726119e-01
143,	-2.302958327790616821e-01
144,	2.157975053305849489e-01
145,	-8.939432301060611097e-02
146,	-3.892167257828532678e-02
147,	-9.216874727491652930e-02
148,	3.024350416722337842e-02
149,	-3.160802710271837235e-02
150,	4.313117901221580341e-02
151,	3.923876638741286005e-02
152,	-2.118803517248836754e-01
153,	8.133084542574747777e-02
154,	4.169298310505414884e-02
155,	4.615872646414982405e-01
156,	1.769605880084195726e-01
157,	2.694760319253031167e-01
158,	1.619639384676733185e-01
159,	-1.948632482269241351e-02
160,	-1.341850009467867588e-01
161,	1.609508211216857942e-01
162,	3.033808928024107898e-02
163,	-1.098792768743438453e-01
164,	4.322026220424918241e-01
165,	-4.059565115798191570e-04
166,	-2.469970773268964637e-01
167,	-2.754521275644257194e-01
168,	-3.164124011187917085e-01
169,	1.802565001073513917e-02
170,	-4.160869677532643696e-01
171,	-3.520261655918993648e-02
172,	1.070328711572632319e-01
173,	7.939872262881231268e-02
174,	1.472018609554803792e-02
175,	-2.749612032161902198e-01
176,	-1.809648761713292253e-01
177,	9.061442145905358458e-01
178,	1.500224686655663442e-01
179,	-3.299644392304839080e-01
180,	-2.307153544339976547e-01
181,	-2.255519178862074314e-01
182,	-3.170572844609031993e-02
183,	3.652791098149851257e-01
184,	3.708522093272154097e-01
185,	1.398086357870531593e-01
186,	1.242865414126879120e-01
187,	-7.557735990714696539e-02
188,	-4.065954131138118655e-01
189,	-5.051364821391768345e-02
190,	2.537333427839754685e-01
191,	-1.604624117083687240e-01
192,	-3.067598573191323563e-01
193,	-2.235995612313316783e-01
194,	-3.109888892424778062e-01
195,	4.919487144445648941e-01
196,	1.011519227973283891e-01
197,	-1.696403438584381806e-01
198,	-3.505876005646746396e-02
199,	1.402036643123010795e-01
200,	-2.381465536261205829e-01
201,	-1.743620212599258368e-01
202,	7.503485369330764598e-02
203,	-2.264651964421260932e-01
204,	-2.630044567590650861e-01
205,	3.924070101833873059e-01
206,	6.981284759793657813e-01
207,	-1.016499504503820539e-02
208,	-1.178357549700371765e-01
209,	-1.333391440255893290e-01
