Id,Predicted
1,	0.5334925651550293
2,	5.41348934173584
3,	2.6405277252197266
4,	2.437591552734375
5,	-2.2053990364074707
6,	9.030440330505371
7,	1.6035637855529785
8,	-1.1141362190246582
9,	-0.704002857208252
10,	2.714827060699463
11,	4.711793422698975
12,	-1.4807953834533691
13,	5.784465789794922
14,	-0.21091556549072266
15,	4.857973575592041
16,	0.9487934112548828
17,	9.707221984863281
18,	9.962457656860352
19,	3.39609432220459
20,	6.18795919418335
21,	6.146502494812012
22,	4.068421363830566
23,	2.381690263748169
24,	6.042408466339111
25,	5.209325790405273
26,	-0.2443099021911621
27,	-0.3171086311340332
28,	-3.387284755706787
29,	4.043928146362305
30,	3.1311540603637695
31,	-1.24330472946167
32,	3.338636636734009
33,	3.565218925476074
34,	-4.11241340637207
35,	6.227209568023682
36,	1.8090119361877441
37,	2.3238368034362793
38,	-0.4331173896789551
39,	-1.8348305225372314
40,	-7.550004959106445
41,	2.979559898376465
42,	6.948627948760986
43,	-1.52028226852417
44,	-11.47795295715332
45,	2.791259765625
46,	2.983616352081299
47,	2.520740032196045
48,	0.6137304306030273
49,	2.1618847846984863
50,	1.745058536529541
51,	-7.189809799194336
52,	5.943733215332031
53,	6.42717981338501
54,	5.36659049987793
55,	4.463929653167725
56,	3.524165630340576
57,	3.0537948608398438
58,	-3.334977626800537
59,	-3.724677562713623
60,	0.9564328193664551
61,	-0.7101922035217285
62,	-0.9192166328430176
63,	1.0419948101043701
64,	3.8160247802734375
65,	3.0019142627716064
66,	-2.7375879287719727
67,	5.792233467102051
68,	2.074519157409668
69,	-1.1792793273925781
70,	2.996142625808716
71,	1.2144381999969482
72,	2.9608349800109863
73,	0.16508007049560547
74,	7.308413505554199
75,	1.6562304496765137
76,	1.9286494255065918
77,	2.613510847091675
78,	5.340793609619141
79,	10.243688583374023
80,	6.6614484786987305
81,	8.473020553588867
82,	7.197852611541748
83,	5.098413467407227
84,	3.5030245780944824
85,	2.5473742485046387
86,	-1.937042236328125
87,	4.02706241607666
88,	-0.9710769653320312
89,	7.2299604415893555
90,	-6.833756923675537
91,	9.125020980834961
92,	2.759666919708252
93,	3.0391831398010254
94,	-6.071567058563232
95,	5.5224809646606445
96,	3.1468846797943115
97,	3.5391340255737305
98,	-5.710663318634033
99,	6.427112579345703
100,	-1.512141227722168
101,	4.4032745361328125
102,	6.913118362426758
103,	-5.548686504364014
104,	1.8481073379516602
105,	-0.06299781799316406
106,	-2.623196601867676
107,	4.098367691040039
108,	-6.011875152587891
109,	1.9085969924926758
110,	0.4509763717651367
111,	3.508303642272949
112,	-1.9618380069732666
113,	-1.3338677883148193
114,	6.284392356872559
115,	0.3063235282897949
116,	-0.06631755828857422
117,	3.8700692653656006
118,	-10.507489204406738
119,	7.53633975982666
120,	-1.240340232849121
121,	0.17911100387573242
122,	6.690178871154785
123,	-0.19280624389648438
124,	1.469653844833374
125,	5.968297004699707
126,	-1.23591947555542
127,	-1.15167236328125
128,	-3.95100736618042
129,	-6.79665994644165
130,	4.270119667053223
131,	-5.327423572540283
132,	7.351876258850098
133,	-0.22287702560424805
134,	2.5814383029937744
135,	1.8578433990478516
136,	-0.15662312507629395
137,	7.25673246383667
138,	3.4892067909240723
139,	-1.645017147064209
140,	4.138321876525879
141,	2.6963138580322266
142,	1.355898380279541
143,	-0.7817773818969727
144,	7.340259552001953
145,	3.593888759613037
146,	5.733216285705566
147,	10.001641273498535
148,	-2.172390937805176
149,	-0.5602364540100098
150,	-3.618135452270508
151,	3.5234243869781494
152,	4.8369903564453125
153,	4.129262924194336
154,	2.570443630218506
155,	-0.42536354064941406
156,	2.151216506958008
157,	2.392380714416504
158,	4.572676658630371
159,	8.640424728393555
160,	-1.0737357139587402
161,	3.9910409450531006
162,	0.27576446533203125
163,	-0.355053186416626
164,	-0.8489832878112793
165,	6.344653129577637
166,	1.4748468399047852
167,	4.0298566818237305
168,	3.584489345550537
169,	-1.6382331848144531
170,	4.0794806480407715
171,	-3.771871566772461
172,	7.785720348358154
173,	-1.3520407676696777
174,	13.001349449157715
175,	-2.681605815887451
176,	-0.24729156494140625
177,	0.26837587356567383
178,	4.738979339599609
179,	1.0277252197265625
180,	-6.242170810699463
181,	-3.2045812606811523
182,	4.164279460906982
183,	5.178438663482666
184,	7.912641525268555
185,	4.153708457946777
186,	4.021025657653809
187,	2.17393159866333
188,	-4.294656276702881
189,	-5.788732051849365
190,	0.5280883312225342
191,	0.11732673645019531
192,	8.93343734741211
193,	6.230279922485352
194,	5.775845527648926
195,	0.4495964050292969
196,	5.968113422393799
197,	9.667749404907227
198,	-5.4547247886657715
199,	-3.0990567207336426
200,	3.1161842346191406
201,	1.1102478504180908
202,	10.168691635131836
203,	1.0502982139587402
204,	8.00643539428711
205,	3.8064820766448975
206,	0.6121611595153809
207,	5.015133857727051
208,	-4.892889022827148
209,	-2.4591493606567383
210,	1.5258734226226807
211,	-0.3581204414367676
212,	-4.005457401275635
213,	0.9708051681518555
214,	8.442837715148926
215,	-0.9957079887390137
216,	6.412540435791016
217,	0.33650827407836914
218,	2.976891040802002
219,	6.392179489135742
220,	2.5914816856384277
221,	2.501248359680176
222,	-3.4836158752441406
223,	-9.869911193847656
224,	3.18312406539917
225,	-1.8356871604919434
226,	9.539304733276367
227,	2.0239806175231934
228,	-2.934208393096924
229,	5.3190107345581055
230,	2.636721134185791
231,	1.3771862983703613
232,	4.330002307891846
233,	2.3998889923095703
234,	-4.8729705810546875
235,	1.5651507377624512
236,	5.053074836730957
237,	4.5726213455200195
238,	3.342559814453125
239,	0.6462783813476562
240,	1.193004846572876
241,	8.418739318847656
242,	-0.15460729598999023
243,	4.708662986755371
244,	1.1589255332946777
245,	7.107030391693115
246,	0.15251684188842773
247,	-2.5350282192230225
248,	2.147010326385498
249,	-1.9996871948242188
250,	6.869063377380371
251,	2.71160626411438
252,	0.6143290996551514
253,	-4.339672565460205
254,	4.286581993103027
255,	3.7200682163238525
256,	-4.37335205078125
257,	2.4432735443115234
258,	1.6452445983886719
259,	0.4777798652648926
260,	7.906049728393555
261,	2.747741460800171
262,	-1.3487787246704102
263,	5.880289554595947
264,	9.058416366577148
265,	4.135225772857666
266,	4.948584079742432
267,	5.231075286865234
268,	-7.266149520874023
269,	2.9634385108947754
270,	-5.186476230621338
271,	-6.225879669189453
272,	2.490298271179199
273,	-0.3984384536743164
274,	-4.338438987731934
275,	1.728668212890625
276,	9.48972225189209
277,	5.145697116851807
278,	5.4310736656188965
279,	10.261983871459961
280,	4.832012176513672
281,	1.6647725105285645
282,	-2.134504795074463
283,	-3.334810733795166
284,	4.756482124328613
285,	4.331550598144531
286,	8.596047401428223
287,	3.6192708015441895
288,	3.2628793716430664
289,	3.5503463745117188
290,	-2.0367660522460938
291,	1.7247650623321533
292,	4.543127536773682
293,	-1.2031211853027344
294,	-0.19249391555786133
295,	2.92342472076416
296,	-3.619108200073242
297,	1.6506733894348145
298,	9.400808334350586
299,	1.7809133529663086
300,	1.3097567558288574
301,	3.144822835922241
302,	1.1899652481079102
303,	6.513827323913574
304,	3.703338384628296
305,	7.074875354766846
306,	-2.5771522521972656
307,	0.49039411544799805
308,	-4.759820938110352
309,	1.8563756942749023
310,	1.5000929832458496
311,	-2.3765740394592285
312,	-5.143989562988281
313,	-2.153076171875
314,	5.641443252563477
315,	5.41733455657959
316,	2.7637863159179688
317,	-1.4305782318115234
318,	4.4944305419921875
319,	3.7939260005950928
320,	10.341307640075684
321,	0.46222972869873047
322,	-2.1089272499084473
323,	-2.2598214149475098
324,	3.268315553665161
325,	7.128972053527832
326,	-1.9187941551208496
327,	-1.1518363952636719
328,	-0.28763294219970703
329,	8.842321395874023
330,	-0.21109676361083984
331,	0.8970589637756348
332,	0.9241514205932617
333,	6.415167808532715
334,	-4.261415958404541
335,	1.16090726852417
336,	10.59145736694336
337,	-0.0621333122253418
338,	-1.2254962921142578
339,	-4.730435371398926
340,	-2.5014023780822754
341,	0.3009777069091797
342,	8.673497200012207
343,	-1.2428512573242188
344,	1.6949553489685059
345,	5.4494476318359375
346,	3.9331705570220947
347,	5.895169258117676
348,	2.881377696990967
349,	6.165905952453613
350,	5.975520133972168
351,	6.518479824066162
352,	6.256942272186279
353,	-0.8534693717956543
354,	9.272083282470703
355,	5.582752704620361
356,	9.63662338256836
357,	-2.2611160278320312
358,	-6.42270040512085
359,	0.3328580856323242
360,	7.85552978515625
361,	-1.0572423934936523
362,	-5.049559116363525
363,	4.585505485534668
364,	5.102435111999512
365,	1.122971534729004
366,	-6.438610553741455
367,	4.296929359436035
368,	2.344996929168701
369,	2.4917280673980713
370,	10.0878267288208
371,	1.2151637077331543
372,	1.6126632690429688
373,	-1.3333301544189453
374,	-5.842692852020264
375,	-0.4911208152770996
376,	2.5997025966644287
377,	0.18965578079223633
378,	3.2566609382629395
379,	6.455419540405273
380,	7.815354347229004
381,	4.208827018737793
382,	3.5013883113861084
383,	-4.176453590393066
384,	-2.412980556488037
385,	1.860741138458252
386,	9.125656127929688
387,	4.219491958618164
388,	-4.789011478424072
389,	5.534286022186279
390,	0.4425480365753174
391,	1.0222487449645996
392,	-0.04882955551147461
393,	5.289268493652344
394,	10.345624923706055
395,	3.7250168323516846
396,	-6.07567834854126
397,	2.4120824337005615
398,	1.8282861709594727
399,	2.9405336380004883
400,	9.168682098388672
401,	7.113586902618408
402,	2.529306650161743
403,	-1.4581146240234375
404,	5.856585502624512
405,	0.4046194553375244
406,	2.5707311630249023
407,	-1.134697437286377
408,	2.281240463256836
409,	-1.6366243362426758
410,	2.1523542404174805
411,	2.220236301422119
412,	6.415432453155518
413,	6.161738872528076
414,	-3.2282791137695312
415,	-9.289901733398438
416,	10.996904373168945
417,	4.751007080078125
418,	5.717667102813721
419,	-0.733278751373291
420,	-6.558744430541992
421,	2.3901357650756836
422,	2.4674768447875977
423,	10.03482437133789
424,	4.800470352172852
425,	4.813498020172119
426,	3.0352888107299805
427,	-0.5042462348937988
428,	2.939455509185791
429,	-2.860907554626465
430,	7.593356132507324
431,	9.06707763671875
432,	1.127150058746338
433,	9.362469673156738
434,	-0.1224517822265625
435,	3.4581832885742188
436,	0.44927120208740234
437,	1.126922845840454
438,	-5.350451469421387
439,	-2.254080295562744
440,	7.866581916809082
441,	-3.3827245235443115
442,	-1.4097204208374023
443,	3.067131996154785
444,	1.129441738128662
445,	4.141678810119629
446,	1.3208062648773193
447,	5.845866680145264
448,	-0.18027639389038086
449,	11.036840438842773
450,	4.144256591796875
451,	7.16005277633667
452,	-2.0007987022399902
453,	4.194930076599121
454,	-1.3549962043762207
455,	-5.575599193572998
456,	0.8608756065368652
457,	7.477822303771973
458,	-3.607191562652588
459,	-3.157775402069092
460,	-1.9067230224609375
461,	4.800633430480957
462,	-5.433567523956299
463,	-1.030158519744873
464,	6.052919387817383
465,	3.6131649017333984
466,	-0.22804737091064453
467,	9.748438835144043
468,	1.9460866451263428
469,	6.573785305023193
470,	5.020546913146973
471,	-6.89088773727417
472,	0.2834749221801758
473,	6.967668533325195
474,	7.391122817993164
475,	6.401393413543701
476,	-1.7487215995788574
477,	-2.020031452178955
478,	4.528559684753418
479,	1.0495567321777344
480,	9.474810600280762
481,	2.389098644256592
482,	1.8051936626434326
483,	3.9098219871520996
484,	4.699524402618408
485,	2.3415727615356445
486,	0.18887662887573242
487,	0.4167768955230713
488,	-1.4293384552001953
489,	2.5887832641601562
490,	0.1634960174560547
491,	4.009613990783691
492,	3.62734055519104
493,	0.2744119167327881
